Cluster-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constrained-hLDA for Topic Discovery in Chinese Microblogs.txt,0.8670451367,0.8657549641,0.9336722399,0.8986593092,0.9579244908,0.7735772721,0.9347247513,0.8514463131,0.9076772816,0.8997384093,1,0.8823364264,0.8143075949,0.6863490044,0.9453212462,0.9206274915,0.9459349847,0.8694681797,0.8542181685,0.7639444146,0.8387728178,0.8176491616,0.8522086763,0.8925408273,0.8618507136,0.8510367431,0.8908285994,0.8812684576,0.9171940771,0.7677871372,0.9282116979,0.9119207452,0.9052741921,0.8930467452,0.9196808527,0.9242203398,0.8442463492,0.9369330881,0.9293830107,0.922821957,0.8926242542,0.9425983076,0.9157973373,0.9288994073,0.8509974317,0.9272311285,0.7996992995,0.9058449411,0.8761455536,0.7605708024,0.8486384677,0.8968420265,0.91674786,0.9120009969,0.9127767911,0.9136405886,0.8470179327,0.8916657039,0.8937319175,0.7337288888,0.9271032454,0.9136626054,0.9522435359,0.9032016327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtopic Mining via Modifier Graph Clustering.txt,0.7679962011,0.7746984256,0.8645708544,0.8494491838,0.8848101753,0.811979502,0.8272929464,0.7864163092,0.8674459732,0.8520842434,0.8823364264,1,0.8052857014,0.6917180383,0.8840238086,0.8488347807,0.8647458927,0.8042499647,0.7567091589,0.7079163179,0.7969397092,0.7452229969,0.7997203235,0.8393885015,0.8289662034,0.7946172718,0.8502132543,0.8218412999,0.8662025805,0.6541429855,0.8206284167,0.8489605412,0.8498654433,0.7810728954,0.8169705229,0.8257811311,0.7468605058,0.8629366447,0.8540156796,0.8501967692,0.85541771,0.866606239,0.7794785825,0.8337224981,0.7937995482,0.8567204081,0.7490339823,0.8650277488,0.8387617517,0.7332238042,0.8130401154,0.8120370981,0.8086462889,0.8703126498,0.8379950459,0.8477341038,0.8222050477,0.8577380801,0.8564411317,0.6933656533,0.8761103556,0.8696169557,0.8821350739,0.8248825882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Player Performance Prediction in Massively Multiplayer Online Role-Playing Games (MMORPGs).txt,0.7997045868,0.7275376426,0.87281514,0.7621680815,0.7612755442,0.934833207,0.8409863957,0.7932106718,0.8224895551,0.7719656541,0.8143075949,0.8052857014,1,0.7616137934,0.7905677927,0.7820704172,0.8069041273,0.692187757,0.701589262,0.7611975147,0.7395071176,0.7531948364,0.7544443741,0.7508750647,0.7613736538,0.8021669375,0.8047952361,0.7934508863,0.8673587401,0.6039332788,0.7483866588,0.8487506864,0.86138928,0.7645806207,0.8212120652,0.8368912786,0.7246675863,0.8522850344,0.8158146779,0.8509386504,0.8607621571,0.781300993,0.7775507175,0.74337815,0.7262165269,0.8519371799,0.7516923625,0.8301420483,0.7784029135,0.7116243146,0.8104561178,0.7986181976,0.7699066584,0.7470420868,0.7980609835,0.801843614,0.7657576991,0.814909083,0.841597114,0.717750032,0.8414257189,0.8195655169,0.8022067023,0.7601977105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exploiting Temporal Information in a Two-stage Classification Framework for Content-based Depression Detection.txt,0.7689990066,0.6002023238,0.7415926575,0.7586676724,0.633154759,0.8133586969,0.7921225097,0.754997228,0.7620536141,0.6660186899,0.6863490044,0.6917180383,0.7616137934,1,0.7480563153,0.6964556616,0.6875896218,0.6694085718,0.5430683206,0.6512298821,0.6596997559,0.7689651809,0.7056013156,0.6995604971,0.6998788884,0.7410773301,0.731905289,0.7476943264,0.7241583873,0.5878159127,0.6212875728,0.8105990195,0.8079299263,0.6802267561,0.7813363916,0.7546469081,0.7333824448,0.6600166046,0.7119490706,0.7520616348,0.8303805916,0.6706172324,0.7033636785,0.6149481847,0.6401661121,0.8100582799,0.6320305397,0.7061773901,0.7565214145,0.7221057808,0.7770016661,0.7707118326,0.6810153816,0.6803923218,0.7380038335,0.7876324906,0.7480412152,0.8216334351,0.7653358953,0.6684864309,0.7931340253,0.7588550141,0.6561946993,0.6803786482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text Document Topical Recursive Clustering and Automatic Labeling of a Hierarchy of Document Clusters.txt,0.8775976326,0.7932347564,0.8798667249,0.9206191039,0.9158514567,0.7630934215,0.9017024857,0.8626984254,0.9274037956,0.9046663374,0.9453212462,0.8840238086,0.7905677927,0.7480563153,1,0.8992051284,0.9513599424,0.8653897106,0.7695209886,0.8100498621,0.8828974387,0.8263469103,0.8676605386,0.893628799,0.8791748806,0.8870545037,0.8998481632,0.8661598386,0.8993549868,0.7673989865,0.8817999214,0.8941135135,0.9002385058,0.8620577006,0.9141395031,0.9274946638,0.8420108943,0.8863837312,0.8980653781,0.9129820465,0.8775046682,0.9236209399,0.8842390367,0.856763439,0.8299414046,0.944961181,0.7726282892,0.8935031281,0.9181366174,0.7408345939,0.8725554199,0.9179986558,0.9037508249,0.9272073995,0.9202821961,0.9272569851,0.8940413691,0.9041867142,0.8949403485,0.7602533616,0.9136986045,0.8971111393,0.9110082241,0.9196926564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patterns amongst Competing Task Frequencies  Super-Linearities  and the Almond-DG model.txt,0.8793775368,0.8567964875,0.9102826941,0.871372172,0.9038057741,0.7223780527,0.9229452296,0.852884131,0.8842275094,0.8826738351,0.9206274915,0.8488347807,0.7820704172,0.6964556616,0.8992051284,1,0.8824925805,0.8462270792,0.8335028697,0.7456672205,0.838349852,0.7865531118,0.8056045099,0.8231054447,0.8014157577,0.7769459867,0.9074016431,0.8275782185,0.9034235594,0.7325718034,0.861191694,0.9053370495,0.8804050455,0.874252459,0.9201705093,0.9149710799,0.8504687609,0.9046132192,0.8961905918,0.8929896092,0.8770595388,0.8910512479,0.8709222789,0.9195766849,0.8472658181,0.8859576801,0.7720094199,0.8646889052,0.8249686852,0.7269104147,0.8503189485,0.9131234456,0.8554782982,0.906276016,0.8804349844,0.8414713059,0.820843413,0.8681051643,0.8782814574,0.7037912109,0.8858295421,0.8986131118,0.9313936635,0.8704673158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clustering and Understanding Documents via Discrimination Information Maximization.txt,0.8409055275,0.7615989797,0.8877527453,0.9058475953,0.916886927,0.7662630068,0.9043490912,0.7930310337,0.9100959684,0.897038084,0.9459349847,0.8647458927,0.8069041273,0.6875896218,0.9513599424,0.8824925805,1,0.8288266826,0.7949105676,0.7663046829,0.8416007389,0.7971821599,0.8688057201,0.8755942461,0.8891171934,0.8762850038,0.891525677,0.8851229134,0.9093992567,0.7745984211,0.8984828706,0.8796829453,0.8994154705,0.8648958992,0.8821691321,0.9138979797,0.7936442792,0.9151894474,0.8887756454,0.9272918214,0.860688725,0.9131071789,0.892602852,0.8518344872,0.8495893881,0.937622447,0.7814544454,0.9261495171,0.8833337045,0.745224498,0.8589390538,0.8863612066,0.9196578328,0.931738206,0.9253856866,0.9085388624,0.8668330056,0.8922049451,0.8810125988,0.671179377,0.9044207637,0.8872752019,0.9227936743,0.8801415169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint Naïve Bayes and LDA for Unsupervised Sentiment Analysis.txt,0.8395141567,0.8087710484,0.8104409844,0.8128731689,0.8746838027,0.6883810297,0.8328545679,0.8021132099,0.8331269329,0.8166038527,0.8694681797,0.8042499647,0.692187757,0.6694085718,0.8653897106,0.8462270792,0.8288266826,1,0.8087749706,0.5841738775,0.7641171893,0.8410558618,0.8969603543,0.8478168619,0.717582272,0.8538073797,0.8302527815,0.8292852178,0.870602135,0.7780290387,0.8321770457,0.8230088463,0.8129707953,0.8405478584,0.8009422354,0.8070789232,0.815108688,0.8705164495,0.8804369766,0.8160284955,0.8793900802,0.869375543,0.7732447033,0.8726919894,0.7734637944,0.8421701452,0.760403268,0.7845087395,0.785787304,0.7375040311,0.8092634817,0.8358547874,0.8154291125,0.8174931088,0.8218723313,0.8626156636,0.794562018,0.8221380236,0.8220189592,0.6821169492,0.7844096154,0.8348530905,0.8923731928,0.8545165922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split-Merge Augmented Gibbs Sampling for Hierarchical Dirichlet Processes.txt,0.738510231,0.879589467,0.8645643042,0.7221235306,0.8540951836,0.7009341307,0.8348823511,0.7683157985,0.7735144815,0.7807359113,0.8542181685,0.7567091589,0.701589262,0.5430683206,0.7695209886,0.8335028697,0.7949105676,0.8087749706,1,0.6451883049,0.6680417872,0.7004511811,0.771260301,0.7331616985,0.635829477,0.7090974027,0.7441401843,0.7429662681,0.8135584378,0.6338338692,0.8339083933,0.7941181339,0.7518072187,0.8136991939,0.8288859709,0.8112215185,0.7011504742,0.8746743855,0.8434470029,0.7862158237,0.8016473528,0.8377243703,0.7992694432,0.9236637164,0.7439655,0.7451587639,0.6587124425,0.7590449052,0.7198376887,0.6609708101,0.747944013,0.757540738,0.7684442891,0.7377620607,0.7461678135,0.7793815742,0.6831199951,0.7547399407,0.770380996,0.6500340676,0.7386701437,0.7982421701,0.8714063256,0.7821674223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efficient Deep Web Crawling Using Reinforcement Learning.txt,0.746973288,0.6184881756,0.7989710433,0.7524049968,0.718675558,0.7173927549,0.7667108083,0.7611977124,0.7205130143,0.7447861578,0.7639444146,0.7079163179,0.7611975147,0.6512298821,0.8100498621,0.7456672205,0.7663046829,0.5841738775,0.6451883049,1,0.7379872059,0.686330133,0.7143769516,0.7297309837,0.7163665604,0.7366030748,0.7328696881,0.7414365335,0.7452263666,0.591182804,0.6698599344,0.763397482,0.7734567881,0.690857014,0.8174097186,0.8242822967,0.6830847298,0.7206244362,0.7545415138,0.8088794574,0.7317879263,0.7313082616,0.7796471436,0.6792329225,0.7281083558,0.8225335984,0.7093626893,0.8143871919,0.7508810879,0.6560111729,0.6874363503,0.7893801472,0.74682413,0.7587542928,0.7238535021,0.7503773379,0.7862800268,0.7770356461,0.7683099504,0.6635574341,0.7850638914,0.8120591553,0.7534112326,0.7688802993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture of Evidence for Summarization An application of enhanced Subjective Logic.txt,0.7960056978,0.6964725688,0.8077926278,0.8588111685,0.8303914804,0.7061536607,0.7884193679,0.7995447144,0.8715656747,0.8205425572,0.8387728178,0.7969397092,0.7395071176,0.6596997559,0.8828974387,0.838349852,0.8416007389,0.7641171893,0.6680417872,0.7379872059,1,0.7294733719,0.7660625536,0.8248872599,0.8281044825,0.7908585446,0.8306234751,0.7461099942,0.8154328624,0.7488264344,0.8182299265,0.8139805671,0.81322276,0.7621167342,0.8421052976,0.8379532785,0.7464284113,0.8047801971,0.8290665701,0.861048014,0.7898757038,0.8400726951,0.8052100751,0.7502380005,0.7832041071,0.8645770731,0.7897588386,0.8546204733,0.8228276809,0.5920777316,0.7780072426,0.8683509759,0.8575885387,0.8382985173,0.8684811023,0.8029113249,0.8350243352,0.7997314672,0.7987317783,0.7718433737,0.8530083117,0.8348615961,0.8306722188,0.7761091081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For User-driven Software Evolution- Requirements Elicitation Derived from Mining Online Reviews.txt,0.813103653,0.6796008299,0.7747402013,0.8336195907,0.7731809946,0.7808609739,0.8421510983,0.7799652094,0.8162952233,0.7769511386,0.8176491616,0.7452229969,0.7531948364,0.7689651809,0.8263469103,0.7865531118,0.7971821599,0.8410558618,0.7004511811,0.686330133,0.7294733719,1,0.8210595182,0.7618730439,0.7156601207,0.9217253995,0.7843338611,0.855129779,0.8042916631,0.7323522386,0.7606980412,0.869703872,0.8134803458,0.7872869504,0.7840230607,0.8249671912,0.8286153949,0.8067441235,0.8467614251,0.8536062083,0.8890092593,0.7569659784,0.7760375798,0.7519519096,0.7176909419,0.8616697902,0.8118542643,0.7981378204,0.876798348,0.8388375742,0.8153410876,0.826292012,0.7668520809,0.7602628337,0.7969795631,0.886943455,0.8712321662,0.8447986444,0.798804508,0.7397408496,0.8016984864,0.8086955121,0.8143201633,0.7438318159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature Subsumption for Sentiment Classification in Multiple Languages.txt,0.8070594726,0.7123359406,0.8157793979,0.8252702541,0.8155615122,0.7439066821,0.8217084554,0.7601659305,0.8090263359,0.7902953874,0.8522086763,0.7997203235,0.7544443741,0.7056013156,0.8676605386,0.8056045099,0.8688057201,0.8969603543,0.771260301,0.7143769516,0.7660625536,0.8210595182,1,0.8105725128,0.7710497916,0.8604879966,0.8178385689,0.8708456703,0.8912417338,0.7656811461,0.7984978768,0.7973850264,0.8087805939,0.8360303259,0.7983649035,0.8213742493,0.7627829268,0.8580537429,0.8702052326,0.8144338336,0.8626992678,0.803305385,0.8030593632,0.7904475424,0.7847494122,0.8718025698,0.7234230272,0.8417444559,0.8127906495,0.7361800399,0.8350463623,0.7981536558,0.7993219193,0.8342047218,0.862389174,0.843460781,0.8104820342,0.814531983,0.8590758556,0.6765304806,0.8143436636,0.8786185288,0.8511745537,0.8335725517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semantic Title Evaluation and Recommendation Based on Topic Models.txt,0.779936453,0.791124339,0.8366428399,0.8507124364,0.9033123088,0.7287427036,0.8415488209,0.7952552891,0.8794868174,0.8947885608,0.8925408273,0.8393885015,0.7508750647,0.6995604971,0.893628799,0.8231054447,0.8755942461,0.8478168619,0.7331616985,0.7297309837,0.8248872599,0.7618730439,0.8105725128,1,0.8550566494,0.8381041971,0.8598244352,0.8399233798,0.8474800549,0.7569683371,0.8834236845,0.8314300261,0.8501571984,0.8255398446,0.8352273844,0.8292467787,0.7803812448,0.8585480672,0.8631861635,0.8772767191,0.8250553127,0.8945459944,0.8041025867,0.8532959563,0.8801236107,0.8809415258,0.8177123511,0.8551165822,0.8380735825,0.7038635057,0.7687780614,0.8225737933,0.8544538598,0.8329409897,0.8702738657,0.8592525196,0.8402171954,0.8624817791,0.824864415,0.643471319,0.8810870907,0.8668753441,0.9082955517,0.8683000876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visualization of PICO Elements for Information Needs Clarification and Query Refinement.txt,0.7688374752,0.637417359,0.8127447199,0.8746380801,0.7944548427,0.7436584421,0.8059594452,0.6902334431,0.820745152,0.8304930696,0.8618507136,0.8289662034,0.7613736538,0.6998788884,0.8791748806,0.8014157577,0.8891171934,0.717582272,0.635829477,0.7163665604,0.8281044825,0.7156601207,0.7710497916,0.8550566494,1,0.7848379642,0.8329245612,0.7693089849,0.8495900434,0.7435750856,0.7625030276,0.8078708271,0.8636715834,0.7961620374,0.824379056,0.8112307309,0.7404871671,0.8110857239,0.8276738571,0.8237241673,0.7924948261,0.8256065036,0.7741926062,0.7295055335,0.7941287952,0.849964735,0.7032446294,0.8527696479,0.7957442193,0.6660061182,0.855110124,0.8233009006,0.8480990822,0.8751260186,0.8659508744,0.8026941885,0.8021684077,0.8660997517,0.8469793043,0.6764222454,0.8843737677,0.8636186252,0.8006019807,0.7971546594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opinion-Based Imprecise Query Answering.txt,0.8435734402,0.6822823866,0.8176366332,0.8467704189,0.8183320959,0.8059136064,0.8556326264,0.7885794713,0.8698032246,0.8536594819,0.8510367431,0.7946172718,0.8021669375,0.7410773301,0.8870545037,0.7769459867,0.8762850038,0.8538073797,0.7090974027,0.7366030748,0.7908585446,0.9217253995,0.8604879966,0.8381041971,0.7848379642,1,0.8462161351,0.8514598559,0.8503462891,0.7214473919,0.8252679719,0.8438584055,0.8437861023,0.8005586452,0.8008609184,0.8487591103,0.7909857115,0.8522164418,0.8684074758,0.9090632247,0.8728363491,0.8404371679,0.8111394308,0.7671569833,0.7807484012,0.9125937412,0.8604264458,0.8714916268,0.9024682086,0.7760975664,0.8597551336,0.8649278912,0.8184057044,0.816549793,0.857392106,0.9149149897,0.9163786789,0.8661820363,0.7939226154,0.7288666439,0.8303785707,0.8112920399,0.866059485,0.8102022822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Term Association Translation Model for Naive Bayes Text Classification.txt,0.8763939023,0.7537666065,0.8763893227,0.8806863895,0.8525913418,0.7764386587,0.887776233,0.8003283074,0.8976970839,0.9222114903,0.8908285994,0.8502132543,0.8047952361,0.731905289,0.8998481632,0.9074016431,0.891525677,0.8302527815,0.7441401843,0.7328696881,0.8306234751,0.7843338611,0.8178385689,0.8598244352,0.8329245612,0.8462161351,1,0.8560390469,0.8913519776,0.815218776,0.8151569605,0.8647791036,0.9077397283,0.88514022,0.8760482915,0.8788563888,0.8200431906,0.8630849241,0.8651152515,0.9082041313,0.8433464287,0.8681097474,0.8528527263,0.8368500244,0.9241179694,0.9114742011,0.7832807241,0.863708614,0.8307403665,0.7256509685,0.8338921934,0.9004582849,0.8403646806,0.8717226034,0.8618273664,0.8716131567,0.8350083352,0.8680837834,0.8260762341,0.7121998066,0.8962835943,0.9086132023,0.9118287669,0.8576283606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
