Cluster-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topic Decomposition and Summarization.txt,0.9025357475,0.9175389577,0.6686887929,0.861847622,0.8098326762,0.9020745302,0.7127932414,0.8409417567,0.8879293063,0.8382963841,1,0.8562424948,0.8080024504,0.8638977057,0.8015996081,0.8685578593,0.9161546216,0.8780105185,0.8922025661,0.7752188295,0.8533895388,0.8056447507,0.8539149078,0.8881321318,0.7655584766,0.7681986932,0.8156178877,0.8469120688,0.8498207823,0.8815934009,0.8927275638,0.8937807171,0.8553711411,0.8777459831,0.812209207,0.7978482786,0.8863968153,0.8954006994,0.8720936188,0.8674581611,0.8093599242,0.8699496282,0.8684467109,0.892419795,0.8750002863,0.8147565365,0.8402745401,0.8647996182,0.885223722,0.9039572063,0.933861985,0.8913038932,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture of Evidence for Summarization An application of enhanced Subjective Logic.txt,0.8627348591,0.8400320772,0.7271646522,0.8034827079,0.7986092472,0.8818982011,0.7699838426,0.819129675,0.7883650063,0.8293175843,0.8562424948,1,0.7958674675,0.8510351417,0.6952777356,0.8216328259,0.8372140296,0.8700993994,0.8283004023,0.7896786747,0.8237783267,0.7459794328,0.8370478463,0.8362276557,0.728183961,0.6668496836,0.7639732521,0.805986752,0.7488951581,0.8014722868,0.8672492382,0.8524500351,0.7581604553,0.8673813674,0.7871392668,0.8215840878,0.7865192093,0.8116018699,0.7980384507,0.7748913333,0.7818795951,0.8190232471,0.7433428857,0.8032967795,0.8290143904,0.745166249,0.8341389133,0.8166987251,0.8595887103,0.8154950023,0.8389195505,0.829172424,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtopic Mining via Modifier Graph Clustering.txt,0.8567695546,0.8647458927,0.708152608,0.8629366447,0.7864163092,0.8840238086,0.6910064183,0.8520842434,0.85541771,0.8502132543,0.8080024504,0.7958674675,1,0.8751704677,0.7746984256,0.8466019002,0.882246669,0.8674459732,0.8815662232,0.7500161217,0.8393885015,0.6514185203,0.8488347807,0.8257811311,0.7452229969,0.7567091589,0.8046992573,0.8645897558,0.8337224981,0.8477341038,0.8379950459,0.8651066358,0.7784155179,0.8120370981,0.792540071,0.8387617517,0.8272929464,0.8498654433,0.8577380801,0.8248825882,0.7937995482,0.8099579188,0.8043745703,0.7794785825,0.8532125552,0.7473650458,0.8222050477,0.8206284167,0.8501967692,0.8467108023,0.866606239,0.8848101753,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latent Patient Profile Modelling and Applications with Mixed-Variate Restricted Boltzmann Machine.txt,0.9383856219,0.9037769661,0.8165360805,0.8473288728,0.8436635863,0.9118337842,0.7188583959,0.860126146,0.8824810848,0.8951275303,0.8638977057,0.8510351417,0.8751704677,1,0.7699452344,0.9404947041,0.9265248449,0.9018674173,0.8900775804,0.7635418569,0.8789248245,0.7560300694,0.8846127017,0.8941108894,0.797831178,0.7380275863,0.7824395483,0.9308808142,0.8329141912,0.8876099341,0.8985154938,0.8758786928,0.8631982652,0.8932025259,0.8259632494,0.8858865781,0.907783274,0.9127314602,0.9207256036,0.838810866,0.8362772807,0.8934623152,0.8547194439,0.8665979341,0.8887974267,0.8380779974,0.85001089,0.8387317841,0.9071516888,0.922765863,0.8533641809,0.864573029,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequential Entity Group Topic Model for Getting Topic Flows of Entity Groups Within One Document.txt,0.761442163,0.7615989797,0.5499052491,0.8627822483,0.8709371428,0.7932347564,0.6735390191,0.7934408406,0.811891248,0.7537666065,0.8015996081,0.6952777356,0.7746984256,0.7699452344,1,0.755387358,0.866683348,0.7982842587,0.8759359062,0.7147351245,0.791124339,0.5835983217,0.8567964875,0.8031243988,0.6796008299,0.879589467,0.8096569008,0.8374065728,0.9631092863,0.7800967557,0.7737320148,0.716719096,0.8338587763,0.7655611703,0.67751243,0.7164020784,0.8277710329,0.7620436106,0.7334018786,0.7984547995,0.7248847812,0.7747649167,0.8114485898,0.7976317119,0.8045144484,0.7425308372,0.7023441171,0.8672020386,0.7779284388,0.7384286025,0.888154013,0.8956871016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probabilistic User Modeling in the Presence of Drifting Concepts.txt,0.9228817751,0.9270491429,0.8022355709,0.8690440325,0.8017459035,0.906749902,0.684136831,0.8614925322,0.8424224551,0.9061860292,0.8685578593,0.8216328259,0.8466019002,0.9404947041,0.755387358,1,0.929026009,0.8823056997,0.9095472548,0.7606276499,0.8480118579,0.7808914525,0.8810294545,0.8818443276,0.770668845,0.7666502667,0.8156956413,0.9123580719,0.8470891235,0.9015880976,0.8758719258,0.8799478398,0.8727529636,0.9108824656,0.8281235173,0.8516232068,0.894303282,0.8746694707,0.8841943697,0.8731880638,0.8266575597,0.8823681828,0.8683611525,0.8730386518,0.8880431274,0.8351157156,0.8391940923,0.8299476206,0.8975088107,0.9065112001,0.8699016336,0.8730931701,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constrained-hLDA for Topic Discovery in Chinese Microblogs.txt,0.9275638471,0.9461239994,0.7482221605,0.9371878832,0.8517885371,0.9454401931,0.7308068704,0.8991636051,0.8926466704,0.8906774578,0.9161546216,0.8372140296,0.882246669,0.9265248449,0.866683348,0.929026009,1,0.9079297795,0.9527186388,0.8008384988,0.8927464659,0.764963553,0.9208635133,0.9246929179,0.8176849545,0.8544219247,0.8704141357,0.9332055737,0.9292467656,0.9137830636,0.9128600728,0.9066986047,0.8906055504,0.8966637523,0.8456017101,0.8756877184,0.9350165754,0.9052981233,0.8915871727,0.9037096074,0.8505185133,0.9176824602,0.9044448111,0.9159388565,0.9289638718,0.8453968457,0.8464748457,0.9284418638,0.9226782208,0.9231592744,0.9428470061,0.9579676179,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mining Specific Features for Acquiring User Information Needs.txt,0.9259410141,0.9100959684,0.7500467052,0.8947087805,0.8447570344,0.9274037956,0.7138951419,0.8969908528,0.8764323876,0.8976970839,0.8780105185,0.8700993994,0.8674459732,0.9018674173,0.7982842587,0.8823056997,0.9079297795,1,0.9120614786,0.7700762674,0.8794868174,0.7286104741,0.8842275094,0.9158569719,0.8162952233,0.7735144815,0.8340317117,0.8864208415,0.8416908782,0.9332995331,0.9387751537,0.8938760618,0.8390107915,0.8902495125,0.8643615945,0.8873996602,0.9205181778,0.8883693537,0.8848805084,0.8692520192,0.8225173001,0.929902218,0.8550491269,0.8713347211,0.8945582934,0.8619694238,0.8632058831,0.9016469576,0.9168577824,0.8902545204,0.9058682798,0.8811860989,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query-document Relevance Topic Models.txt,0.9063144547,0.9248250499,0.703940588,0.9435312958,0.8429994758,0.9123699003,0.6691228796,0.9320815351,0.8877939081,0.9118114463,0.8922025661,0.8283004023,0.8815662232,0.8900775804,0.8759359062,0.9095472548,0.9527186388,0.9120614786,1,0.8696739587,0.9083251904,0.7536522209,0.9318579673,0.9046239159,0.8155705561,0.8712068243,0.8934364865,0.9098170043,0.9464739011,0.8910999188,0.8835204844,0.9142338945,0.8790019563,0.8979494829,0.8633878913,0.856017276,0.9259550883,0.8779561936,0.8711480296,0.8906152124,0.9023893621,0.8859655504,0.887800848,0.8798238284,0.927573032,0.8192719698,0.8810343246,0.9331232131,0.9485785702,0.8879112065,0.9382361688,0.9536206469,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blog Opinion Retrieval based on Topic-opinion Mixture Model.txt,0.8005777429,0.7827890645,0.6267386348,0.8110737808,0.7503329938,0.7739274626,0.6452615158,0.8037651074,0.7991850337,0.7841556166,0.7752188295,0.7896786747,0.7500161217,0.7635418569,0.7147351245,0.7606276499,0.8008384988,0.7700762674,0.8696739587,1,0.8187896445,0.6541233754,0.7733207151,0.7482506273,0.8125606537,0.6600630416,0.7617420508,0.7587721204,0.7778774324,0.7862575539,0.756937654,0.8368778085,0.7006350223,0.8182019572,0.8618031361,0.7734728725,0.7784992223,0.7695636434,0.753093282,0.7177003195,0.8130340753,0.7317475533,0.7044337176,0.7171550682,0.8201882781,0.694828206,0.8796675676,0.7970030806,0.9154571598,0.7731335742,0.8019504345,0.8090104836,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semantic Title Evaluation and Recommendation Based on Topic Models.txt,0.8810593678,0.8755942461,0.7054726425,0.8585480672,0.7952552891,0.893628799,0.6406122895,0.8947885608,0.8250553127,0.8598244352,0.8533895388,0.8237783267,0.8393885015,0.8789248245,0.791124339,0.8480118579,0.8927464659,0.8794868174,0.9083251904,0.8187896445,1,0.754541795,0.8231054447,0.8292467787,0.7618730439,0.7331616985,0.8483078082,0.8357197497,0.8532959563,0.8592525196,0.8702738657,0.8559854115,0.8227870671,0.8225737933,0.8340887998,0.8380735825,0.8415488209,0.8501571984,0.8624817791,0.8683000876,0.8801236107,0.824487618,0.817897469,0.8041025867,0.8640040437,0.7809757561,0.8402171954,0.8834236845,0.8772767191,0.8292857592,0.8945459944,0.9033123088,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leveraging Hybrid Citation Context for Impact Summarization.txt,0.7855811227,0.7709366096,0.6916485076,0.666834476,0.6317580661,0.7642939887,0.6632791015,0.7463205997,0.7773931402,0.8125804619,0.8056447507,0.7459794328,0.6514185203,0.7560300694,0.5835983217,0.7808914525,0.764963553,0.7286104741,0.7536522209,0.6541233754,0.754541795,1,0.7298351489,0.7143745004,0.7302775207,0.6316160104,0.7764962063,0.7028038083,0.6795265857,0.7592467647,0.7320652225,0.7076242062,0.8432084877,0.764762582,0.717082577,0.695709359,0.7285220967,0.7845736621,0.7874746344,0.7579702652,0.7866617417,0.765619866,0.734617138,0.7072386795,0.7566252642,0.7700225531,0.6900896626,0.6637707116,0.7494478937,0.7818696481,0.7268057607,0.6971663084,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patterns amongst Competing Task Frequencies  Super-Linearities  and the Almond-DG model.txt,0.8862368582,0.8824925805,0.7074194791,0.9046132192,0.852884131,0.8992051284,0.7010458755,0.8826738351,0.8770595388,0.9074016431,0.8539149078,0.8370478463,0.8488347807,0.8846127017,0.8567964875,0.8810294545,0.9208635133,0.8842275094,0.9318579673,0.7733207151,0.8231054447,0.7298351489,1,0.9149710799,0.7865531118,0.8335028697,0.8469219522,0.9102008273,0.9195766849,0.8414713059,0.8804349844,0.865997237,0.8718069582,0.9131234456,0.7718528753,0.8249686852,0.9229452296,0.8804050455,0.8681051643,0.8704673158,0.8472658181,0.8987143535,0.851815226,0.8709222789,0.8961254457,0.8510260292,0.820843413,0.861191694,0.8929896092,0.8623071079,0.8910512479,0.9038057741,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise-Tolerant Approximate Blocking for Dynamic Real-time Entity Resolution.txt,0.9534458439,0.9138979797,0.7540687554,0.8969504059,0.8816294123,0.9274946638,0.7380053578,0.8694346623,0.8901781496,0.8788563888,0.8881321318,0.8362276557,0.8257811311,0.8941108894,0.8031243988,0.8818443276,0.9246929179,0.9158569719,0.9046239159,0.7482506273,0.8292467787,0.7143745004,0.9149710799,1,0.8249671912,0.8112215185,0.8084789698,0.9222120069,0.8619328202,0.8919852882,0.8872762557,0.9038131309,0.8605038562,0.9016671266,0.842752014,0.8729062696,0.9599128043,0.9016619323,0.9039999266,0.8977375416,0.7961657962,0.9405022006,0.8767613267,0.9500927358,0.8896276611,0.8471571555,0.8623612197,0.8844982776,0.9062465468,0.9342247868,0.9062375003,0.8908520381,,,,,,,,,,,,,,,,,,,,,,,,,,,
For User-driven Software Evolution- Requirements Elicitation Derived from Mining Online Reviews.txt,0.8618423659,0.7971821599,0.706297986,0.8067441235,0.7799652094,0.8263469103,0.737747254,0.7769511386,0.8890092593,0.7843338611,0.7655584766,0.728183961,0.7452229969,0.797831178,0.6796008299,0.770668845,0.8176849545,0.8162952233,0.8155705561,0.8125606537,0.7618730439,0.7302775207,0.7865531118,0.8249671912,1,0.7004511811,0.8415583949,0.7737571562,0.7519519096,0.886943455,0.7969795631,0.7993902566,0.7851332228,0.826292012,0.9220128367,0.876798348,0.8421510983,0.8134803458,0.8447986444,0.7438318159,0.7176909419,0.8253771661,0.737940751,0.7760375798,0.8455160705,0.8290324468,0.8712321662,0.7606980412,0.8536062083,0.8103164783,0.7569659784,0.7731809946,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split-Merge Augmented Gibbs Sampling for Hierarchical Dirichlet Processes.txt,0.7455225106,0.7949105676,0.5841808255,0.8746743855,0.7683157985,0.7695209886,0.6478948212,0.7807359113,0.8016473528,0.7441401843,0.7681986932,0.6668496836,0.7567091589,0.7380275863,0.879589467,0.7666502667,0.8544219247,0.7735144815,0.8712068243,0.6600630416,0.7331616985,0.6316160104,0.8335028697,0.8112215185,0.7004511811,1,0.8092687001,0.8647764648,0.9236637164,0.7793815742,0.7461678135,0.760383355,0.8125314714,0.757540738,0.7044003615,0.7198376887,0.8348823511,0.7518072187,0.7547399407,0.7821674223,0.7439655,0.7975339792,0.8511792594,0.7992694432,0.8436228843,0.7018010529,0.6831199951,0.8339083933,0.7862158237,0.7486157137,0.8377243703,0.8540951836,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint Naïve Bayes and LDA for Unsupervised Sentiment Analysis.txt,0.8433045295,0.8297989602,0.6297694656,0.8712427525,0.8029677461,0.8661779485,0.6805541627,0.8169618647,0.879952052,0.8306724248,0.8156178877,0.7639732521,0.8046992573,0.7824395483,0.8096569008,0.8156956413,0.8704141357,0.8340317117,0.8934364865,0.7617420508,0.8483078082,0.7764962063,0.8469219522,0.8084789698,0.8415583949,0.8092687001,1,0.8105777459,0.8731744067,0.8632047042,0.8225049108,0.7870915944,0.8398914827,0.8362648671,0.8521650224,0.7863079235,0.8340039419,0.8135539439,0.8226610837,0.8554308352,0.7735443004,0.8314513704,0.7864728321,0.7742437441,0.8791916676,0.816404997,0.7948736576,0.8330500612,0.8167335915,0.784990941,0.8701209443,0.8752876936,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intervention-Driven Predictive Framework for Modeling Healthcare Data.txt,0.9223243822,0.8867864485,0.7575603289,0.9137612302,0.8580460435,0.8792213328,0.7352685778,0.854935071,0.8951150859,0.8754661666,0.8469120688,0.805986752,0.8645897558,0.9308808142,0.8374065728,0.9123580719,0.9332055737,0.8864208415,0.9098170043,0.7587721204,0.8357197497,0.7028038083,0.9102008273,0.9222120069,0.7737571562,0.8647764648,0.8105777459,1,0.8956894273,0.8891498743,0.8746639875,0.8807413101,0.8745114373,0.9053549403,0.8127229974,0.8330292674,0.9343241489,0.9027240462,0.9067440714,0.8611758081,0.8010243623,0.9188626798,0.9050274109,0.8935665213,0.9126202391,0.8192357259,0.8095670673,0.8558319512,0.902023073,0.9063400131,0.893941206,0.8945022823,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semantic Social Network Analysis with Text Corpora.txt,0.8339513624,0.8518344872,0.638454911,0.9122493893,0.8635008635,0.856763439,0.6845497481,0.8648756426,0.8587059542,0.8368500244,0.8498207823,0.7488951581,0.8337224981,0.8329141912,0.9631092863,0.8470891235,0.9292467656,0.8416908782,0.9464739011,0.7778774324,0.8532959563,0.6795265857,0.9195766849,0.8619328202,0.7519519096,0.9236637164,0.8731744067,0.8956894273,1,0.847962347,0.8324229905,0.8095626279,0.8765187629,0.8412122636,0.7627110784,0.7853437875,0.8942310839,0.8317074719,0.8218528242,0.8535082744,0.8193455129,0.8505562432,0.8828121022,0.862543152,0.8726119451,0.7976948521,0.7715740341,0.9033247834,0.8541118796,0.8194737923,0.9310812522,0.9442467502,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detecting and Analyzing Influenza Epidemics with Social Media in China.txt,0.9368908426,0.9085388624,0.761319727,0.8769755227,0.8283164671,0.9272569851,0.7577972069,0.8492084815,0.9056571864,0.8716131567,0.8815934009,0.8014722868,0.8477341038,0.8876099341,0.7800967557,0.9015880976,0.9137830636,0.9332995331,0.8910999188,0.7862575539,0.8592525196,0.7592467647,0.8414713059,0.8919852882,0.886943455,0.7793815742,0.8632047042,0.8891498743,0.847962347,1,0.9063155576,0.8772153808,0.8500680221,0.9110778224,0.9117436932,0.9089366591,0.9151053381,0.9036002231,0.9136801999,0.8625168774,0.7807014095,0.9231634787,0.8862411554,0.8818910459,0.887614315,0.875274361,0.8773027806,0.8501334147,0.9085237401,0.9006918889,0.8948419719,0.8777562769,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crest  Cluster-based Representation Enrichment for Short Text Classification.txt,0.9230507823,0.9253856866,0.7589978163,0.8966682194,0.8200517577,0.9202821961,0.7261408208,0.8432669405,0.8727136766,0.8618273664,0.8927275638,0.8672492382,0.8379950459,0.8985154938,0.7737320148,0.8758719258,0.9128600728,0.9387751537,0.8835204844,0.756937654,0.8702738657,0.7320652225,0.8804349844,0.8872762557,0.7969795631,0.7461678135,0.8225049108,0.8746639875,0.8324229905,0.9063155576,1,0.9010578527,0.8593316979,0.8800735148,0.8522103787,0.8847751783,0.8907026922,0.8979251444,0.886306033,0.8619835497,0.8130998419,0.924177974,0.8480863993,0.8855032851,0.8884145274,0.8471436877,0.8337016928,0.8995307049,0.8923305203,0.895715835,0.8889814653,0.8796130377,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Optimization Method for Proportionally Diversifying Search Results.txt,0.9259235798,0.9277436247,0.747306294,0.9117641222,0.7580652924,0.8948732563,0.6746891557,0.8853573818,0.8671357384,0.8644933631,0.8937807171,0.8524500351,0.8651066358,0.8758786928,0.716719096,0.8799478398,0.9066986047,0.8938760618,0.9142338945,0.8368778085,0.8559854115,0.7076242062,0.865997237,0.9038131309,0.7993902566,0.760383355,0.7870915944,0.8807413101,0.8095626279,0.8772153808,0.9010578527,1,0.7880813578,0.8647036052,0.8681599688,0.8609883695,0.8872261186,0.9029409931,0.8878691987,0.8382347093,0.8490876457,0.8799455936,0.8596383152,0.8645470183,0.8981727952,0.7657535672,0.8978104627,0.882356994,0.9310142139,0.9161874574,0.8850898136,0.8893086476,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inducing Context Gazetteers from Encyclopedic Databases for Named Entity Recognition.txt,0.8890217398,0.8601892194,0.7180368829,0.8527458506,0.8371064315,0.8584218468,0.7683540488,0.8589672716,0.871360989,0.882413718,0.8553711411,0.7581604553,0.7784155179,0.8631982652,0.8338587763,0.8727529636,0.8906055504,0.8390107915,0.8790019563,0.7006350223,0.8227870671,0.8432084877,0.8718069582,0.8605038562,0.7851332228,0.8125314714,0.8398914827,0.8745114373,0.8765187629,0.8500680221,0.8593316979,0.7880813578,1,0.8550368977,0.7932080815,0.8046877355,0.8821448003,0.8510779088,0.8534764677,0.8823215194,0.8242305837,0.8597658896,0.828449718,0.8427384252,0.8563351094,0.8402091191,0.7530642891,0.8077724915,0.8333518084,0.8507220732,0.8766406649,0.8557070459,,,,,,,,,,,,,,,,,,,,,,,,,,,
